STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,statinfo,Statistical information,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2024,,17874,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2025,,19794,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2016,,5184,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2017,,5600,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2018,,5681,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2019,,5695,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2020,,5910,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2021,,5933,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2022,,6429,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2023,,7851,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2016,,3483,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2017,,3620,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2018,,3794,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2019,,4063,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2020,,4322,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2021,,4602,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2022,,4914,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2023,,5783,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2024,,6865,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2016,,21227,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2017,,22929,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2018,,22407,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2019,,23083,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2020,,25064,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2021,,26650,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2022,,28323,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2023,,27810,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2024,,28389,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,MT,Malta,2025,,30196,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2016,,29105,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2017,,30036,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2018,,30418,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2019,,30959,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2020,,31999,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2021,,33729,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2022,,35007,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2023,,35950,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2024,,39295,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NL,Netherlands,2025,,42551,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2016,,46176,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2017,,45164,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2018,,45927,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2019,,45501,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2020,,45999,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2021,,41058,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2022,,44584,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2023,,47498,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2024,,45208,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,NO,Norway,2025,,47184,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2016,,8614,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2017,,8475,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2018,,8981,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2019,,9840,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2020,,10798,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2021,,11046,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2022,,11782,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2023,,12911,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2024,,15044,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PL,Poland,2025,,18130,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2016,,14695,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2017,,14493,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2018,,14592,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2019,,15140,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2020,,15670,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2021,,16381,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2022,,15704,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2023,,17172,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2024,,18046,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,PT,Portugal,2025,,20734,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2016,,4409,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2017,,4850,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2018,,6596,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2019,,7496,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2020,,8029,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2021,,9060,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2022,,9591,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2023,,11118,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2024,,12463,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MED_EI,Median equivalised income,EUR,Euro,ED5-8,Tertiary education (levels 5-8),T,Total,Y18-64,From 18 to 64 years,RO,Romania,2025,,13525,,,,,
